gender,field_choices,health_condition,exam_result
Male,"Medicine,Natural Science,Education",Hearing Impairment,68
Female,"Computer Science,Education,Business",Physical Disability,79
Female,"Engineering,Law,Business",Visual Impairment,65
Female,Agriculture,None,88
Male,"Medicine,Business,Health Science",Visual Impairment,59
Female,Social Science,Physical Disability,54
Male,"Social Science,Computer Science",Visual Impairment,58
Female,"Law,Business,Agriculture",Physical Disability,93
Male,"Sciences,Computer Science",Visual Impairment,91
Male,"Education,Social Science",Visual Impairment,71
Male,"Computer Science,Education",Hearing Impairment,90
Male,"Arts,Law",None,75
Male,"Business,Arts,Education",Physical Disability,51
Male,Health Science,Visual Impairment,71
Female,"Arts,Agriculture,Sciences",None,60
Female,"Social Science,Education,Agriculture",Physical Disability,57
Female,"Sciences,Engineering",None,77
Male,Engineering,Hearing Impairment,52
Male,"Education,Computer Science",None,100
Male,Social Science,Visual Impairment,75
Female,Computer Science,Physical Disability,60
Male,"Law,Arts",None,66
Female,"Agriculture,Health Science,Computer Science",None,53
Male,"Business,Computer Science,Engineering",None,65
Male,Agriculture,Physical Disability,50
Female,"Health Science,Computer Science,Social Science",Physical Disability,60
Male,Agriculture,None,76
Female,Business,Visual Impairment,91
Female,Natural Science,Hearing Impairment,65
Male,"Arts,Agriculture,Engineering",Hearing Impairment,60
Female,"Arts,Law",Hearing Impairment,57
Male,"Agriculture,Law,Business",Physical Disability,81
Male,"Health Science,Social Science",None,96
Female,"Business,Health Science,Medicine",Hearing Impairment,90
Male,Medicine,None,96
Female,Business,Visual Impairment,65
Male,"Medicine,Computer Science,Social Science",None,69
Male,"Agriculture,Medicine",None,65
Male,Arts,Hearing Impairment,88
Female,"Medicine,Law",Physical Disability,65
Female,"Law,Business",Hearing Impairment,89
Female,"Law,Medicine",Physical Disability,52
Male,Education,Visual Impairment,66
Female,Business,Hearing Impairment,58
Female,Arts,None,52
Female,"Computer Science,Social Science,Health Science",Hearing Impairment,77
Female,Arts,Physical Disability,62
Male,"Medicine,Agriculture,Natural Science",Physical Disability,84
Female,"Sciences,Business",Hearing Impairment,68
Male,Arts,Hearing Impairment,98
Male,"Arts,Agriculture",Visual Impairment,83
Female,Law,Physical Disability,82
Male,"Business,Social Science,Agriculture",Visual Impairment,97
Male,Engineering,None,99
Male,"Sciences,Natural Science,Health Science",Visual Impairment,59
Male,"Education,Agriculture,Medicine",Hearing Impairment,91
Male,Arts,None,96
Female,"Engineering,Arts",None,80
Male,Social Science,Hearing Impairment,84
Female,"Agriculture,Social Science",Visual Impairment,91
Male,Sciences,Physical Disability,80
Female,"Engineering,Computer Science",Hearing Impairment,76
Male,"Medicine,Agriculture",Physical Disability,89
Female,"Arts,Law,Education",Physical Disability,75
Male,Medicine,Visual Impairment,59
Male,"Education,Health Science",Hearing Impairment,88
Male,Sciences,Hearing Impairment,61
Female,"Law,Agriculture,Natural Science",Visual Impairment,58
Female,"Engineering,Agriculture,Arts",Physical Disability,95
Female,Sciences,Physical Disability,54
Female,"Agriculture,Computer Science,Social Science",Visual Impairment,80
Female,Engineering,Physical Disability,99
Female,Natural Science,Hearing Impairment,91
Female,"Social Science,Natural Science",Physical Disability,91
Male,"Education,Arts",Physical Disability,50
Female,"Social Science,Computer Science,Natural Science",Physical Disability,94
Male,"Education,Law",None,78
Female,"Sciences,Engineering,Business",Hearing Impairment,80
Female,"Arts,Health Science,Law",Physical Disability,75
Female,"Medicine,Education",Visual Impairment,56
Male,"Arts,Social Science,Natural Science",Visual Impairment,78
Female,"Medicine,Law",Hearing Impairment,81
Female,"Sciences,Health Science",None,86
Female,"Social Science,Health Science",Visual Impairment,87
Female,Arts,None,58
Female,"Agriculture,Natural Science,Arts",Physical Disability,70
Male,"Medicine,Law,Education",None,62
Male,"Health Science,Law,Sciences",None,82
Male,Medicine,Physical Disability,77
Female,"Social Science,Agriculture",Hearing Impairment,93
Female,"Medicine,Health Science,Arts",Physical Disability,83
Male,"Medicine,Business",Hearing Impairment,67
Female,"Social Science,Arts",Physical Disability,51
Female,Education,Physical Disability,84
Female,"Education,Business,Natural Science",Visual Impairment,65
Female,Sciences,Physical Disability,90
Male,"Arts,Engineering",None,61
Male,"Medicine,Arts",Visual Impairment,96
Female,"Sciences,Social Science,Computer Science",Physical Disability,87
Male,"Law,Sciences,Agriculture",Physical Disability,73
Female,Law,None,55
Female,"Agriculture,Health Science",Hearing Impairment,66
Male,"Computer Science,Education",Hearing Impairment,71
Female,"Natural Science,Social Science,Business",Visual Impairment,59
Female,Business,Physical Disability,72
Female,"Business,Computer Science",None,77
Male,"Agriculture,Engineering,Health Science",Hearing Impairment,57
Female,Natural Science,Physical Disability,95
Male,Engineering,Hearing Impairment,89
Female,"Social Science,Sciences",None,63
Male,Medicine,Physical Disability,85
Female,Engineering,Hearing Impairment,80
Male,"Law,Computer Science",None,52
Male,"Sciences,Education,Law",None,73
Male,"Business,Health Science",Hearing Impairment,90
Female,"Natural Science,Agriculture,Health Science",Hearing Impairment,80
Female,"Medicine,Agriculture",Hearing Impairment,91
Male,"Natural Science,Agriculture",Visual Impairment,54
Female,"Computer Science,Business,Law",Hearing Impairment,57
Male,"Agriculture,Computer Science,Education",Hearing Impairment,59
Female,"Business,Arts,Medicine",Physical Disability,83
Female,"Health Science,Sciences,Education",None,52
Female,"Business,Computer Science",Physical Disability,93
Female,"Medicine,Social Science,Computer Science",Physical Disability,93
Male,Health Science,Visual Impairment,74
Male,Education,Hearing Impairment,68
Female,Business,None,60
Female,Sciences,None,50
Female,"Arts,Agriculture",Physical Disability,50
Female,"Computer Science,Sciences,Health Science",None,93
Male,Computer Science,Physical Disability,50
Male,"Engineering,Law",Physical Disability,50
Female,"Education,Agriculture",Visual Impairment,69
Female,Business,Physical Disability,83
Male,"Arts,Natural Science",None,91
Female,Arts,Physical Disability,52
Female,Engineering,Visual Impairment,56
Female,"Medicine,Arts",Physical Disability,54
Male,"Education,Natural Science,Business",Physical Disability,60
Female,Agriculture,Hearing Impairment,50
Male,"Medicine,Business",Physical Disability,60
Male,Education,Visual Impairment,52
Female,Computer Science,None,61
Male,Agriculture,Visual Impairment,58
Female,Medicine,Visual Impairment,80
Female,"Business,Engineering,Computer Science",Physical Disability,57
Female,"Medicine,Law",Hearing Impairment,58
Male,Engineering,Physical Disability,92
Female,"Agriculture,Medicine,Computer Science",Visual Impairment,67
Female,Engineering,Visual Impairment,75
Male,"Education,Agriculture",Physical Disability,84
Male,"Social Science,Medicine,Agriculture",Hearing Impairment,73
Male,Agriculture,Visual Impairment,100
Female,Social Science,Visual Impairment,90
Female,Education,Visual Impairment,52
Male,Sciences,Hearing Impairment,79
Male,"Education,Arts,Natural Science",Visual Impairment,95
Male,"Law,Agriculture",None,60
Male,Law,Hearing Impairment,81
Male,"Business,Education,Computer Science",None,50
Male,"Health Science,Arts,Natural Science",None,78
Female,Engineering,Physical Disability,60
Female,Business,Physical Disability,59
Male,"Medicine,Sciences",Visual Impairment,100
Female,"Health Science,Engineering",Hearing Impairment,97
Female,"Education,Business,Agriculture",Visual Impairment,55
Male,"Business,Computer Science,Medicine",None,90
Female,Engineering,Visual Impairment,50
Female,Agriculture,Hearing Impairment,100
Male,"Sciences,Medicine,Agriculture",Hearing Impairment,55
Male,"Computer Science,Engineering,Law",None,80
Male,"Social Science,Natural Science,Computer Science",Physical Disability,67
Female,"Medicine,Engineering",Visual Impairment,67
Female,"Engineering,Agriculture,Education",Hearing Impairment,79
Male,"Medicine,Agriculture,Health Science",Hearing Impairment,50
Female,"Natural Science,Arts,Business",Visual Impairment,90
Female,"Social Science,Arts,Education",None,83
Female,"Education,Computer Science,Health Science",None,93
Male,Engineering,None,55
Female,"Medicine,Agriculture",Physical Disability,98
Female,Natural Science,Visual Impairment,60
Male,Sciences,None,51
Female,Business,Visual Impairment,100
Male,"Education,Law,Social Science",Visual Impairment,72
Male,"Engineering,Business",Hearing Impairment,74
Male,"Medicine,Law",Physical Disability,53
Male,"Sciences,Law",None,64
Female,"Computer Science,Law",Physical Disability,70
Female,Social Science,Hearing Impairment,93
Female,"Social Science,Agriculture,Business",Hearing Impairment,88
Male,"Agriculture,Education,Business",None,64
Male,Arts,Visual Impairment,67
Female,"Agriculture,Social Science",Hearing Impairment,83
Male,"Social Science,Health Science",Hearing Impairment,91
Male,"Sciences,Agriculture",Hearing Impairment,89
Female,"Agriculture,Sciences,Arts",Visual Impairment,60
Male,"Engineering,Social Science,Agriculture",None,64
Female,"Agriculture,Education",Physical Disability,62
Male,"Engineering,Computer Science",Physical Disability,65
Female,"Social Science,Agriculture",None,79
Female,"Arts,Natural Science,Medicine",Visual Impairment,78
Male,"Business,Health Science,Arts",None,88
Female,"Health Science,Arts",None,79
Male,"Health Science,Social Science,Natural Science",Visual Impairment,95
Male,Education,Hearing Impairment,58
Male,Computer Science,Visual Impairment,86
Male,"Computer Science,Agriculture,Engineering",None,70
Female,"Engineering,Health Science",Visual Impairment,86
Female,Social Science,Hearing Impairment,92
Female,Business,None,85
Female,Law,Physical Disability,91
Female,"Arts,Engineering,Computer Science",Physical Disability,61
Male,"Social Science,Law",Hearing Impairment,86
Female,"Business,Computer Science",Hearing Impairment,95
Male,Arts,Hearing Impairment,51
Female,Business,None,74
Female,"Health Science,Business",Visual Impairment,57
Male,"Engineering,Natural Science",None,60
Female,"Natural Science,Health Science",Visual Impairment,74
Female,"Health Science,Sciences,Social Science",Physical Disability,78
Female,"Education,Sciences,Social Science",None,73
Male,Sciences,Physical Disability,77
Female,"Business,Engineering,Education",Physical Disability,50
Female,"Agriculture,Medicine",Physical Disability,72
Female,"Engineering,Social Science",Hearing Impairment,70
Female,"Law,Education",Hearing Impairment,97
Female,"Arts,Natural Science",Visual Impairment,86
Female,Law,Visual Impairment,58
Female,"Medicine,Engineering,Computer Science",Visual Impairment,50
Male,Social Science,Hearing Impairment,92
Male,"Education,Social Science",Physical Disability,94
Male,Sciences,Physical Disability,56
Female,Medicine,Hearing Impairment,86
Female,"Medicine,Law,Health Science",Visual Impairment,69
Female,Sciences,Hearing Impairment,98
Male,"Law,Social Science",Physical Disability,70
Female,"Natural Science,Medicine",Physical Disability,88
Female,Natural Science,Physical Disability,76
Female,"Sciences,Engineering",Physical Disability,57
Female,Education,None,80
Male,"Agriculture,Law,Medicine",Visual Impairment,74
Female,"Sciences,Health Science",Physical Disability,62
Male,Medicine,Physical Disability,56
Male,"Engineering,Social Science,Natural Science",Visual Impairment,55
Female,"Natural Science,Agriculture",Physical Disability,98
Male,"Agriculture,Natural Science,Health Science",None,88
Female,Computer Science,Visual Impairment,93
Male,"Engineering,Agriculture,Medicine",Physical Disability,80
Male,"Education,Health Science,Engineering",Physical Disability,99
Female,"Engineering,Health Science,Sciences",Physical Disability,77
Male,"Arts,Health Science,Sciences",Hearing Impairment,92
Female,"Agriculture,Law,Computer Science",Hearing Impairment,60
Female,"Health Science,Law",None,72
Male,"Law,Sciences,Social Science",Physical Disability,75
Female,"Computer Science,Health Science,Arts",Hearing Impairment,77
Female,"Business,Medicine,Computer Science",Hearing Impairment,51
Male,Social Science,Hearing Impairment,80
Female,"Arts,Law",Hearing Impairment,57
Female,Health Science,Hearing Impairment,66
Male,"Natural Science,Medicine",Physical Disability,95
Female,"Natural Science,Agriculture",Visual Impairment,57
Female,"Agriculture,Engineering",None,51
Female,"Business,Sciences",Hearing Impairment,99
Female,"Computer Science,Medicine,Health Science",Hearing Impairment,94
Female,"Engineering,Arts,Natural Science",Hearing Impairment,75
Male,"Law,Computer Science,Arts",Hearing Impairment,89
Male,"Arts,Law,Health Science",Physical Disability,76
Female,"Natural Science,Agriculture",Visual Impairment,74
Male,"Law,Social Science",Physical Disability,89
Female,"Social Science,Education,Engineering",Visual Impairment,54
Female,Engineering,None,96
Male,"Medicine,Business",None,50
Male,"Arts,Health Science,Agriculture",Physical Disability,57
Female,Engineering,Visual Impairment,90
Male,"Business,Social Science,Arts",Visual Impairment,78
Female,Social Science,Visual Impairment,57
Male,"Computer Science,Social Science",Visual Impairment,55
Female,Social Science,Visual Impairment,57
Female,"Arts,Medicine",Physical Disability,65
Male,"Arts,Education,Social Science",Visual Impairment,55
Male,Natural Science,Visual Impairment,51
Male,"Engineering,Arts,Business",Visual Impairment,82
Male,"Arts,Law",Hearing Impairment,52
Female,"Social Science,Medicine,Sciences",Hearing Impairment,76
Male,"Business,Arts",None,91
Female,"Education,Agriculture,Law",Hearing Impairment,54
Female,Arts,Visual Impairment,65
Male,"Education,Arts,Business",None,79
Male,"Business,Arts",Visual Impairment,72
Female,Law,Hearing Impairment,65
Male,"Education,Law",Hearing Impairment,91
Male,Health Science,Physical Disability,82
Male,"Engineering,Arts",Visual Impairment,96
Male,"Arts,Medicine,Law",Hearing Impairment,55
Male,"Arts,Business,Engineering",Hearing Impairment,97
Male,"Law,Business",Hearing Impairment,62
Female,"Health Science,Law",Physical Disability,79
Female,"Education,Computer Science,Natural Science",Hearing Impairment,61
Female,Computer Science,Physical Disability,58
Male,"Medicine,Arts,Education",Visual Impairment,72
Male,"Agriculture,Sciences",None,86
Male,"Health Science,Engineering,Law",None,70
Female,"Sciences,Law",Physical Disability,55
Male,"Sciences,Engineering",Physical Disability,100
Female,Computer Science,Physical Disability,78
Male,Arts,Physical Disability,61
Female,"Law,Arts",Visual Impairment,85
Male,"Medicine,Arts",Physical Disability,90
Male,"Education,Agriculture",Hearing Impairment,88
Male,"Business,Computer Science",Physical Disability,88
Male,"Agriculture,Sciences,Health Science",Hearing Impairment,72
Male,"Engineering,Agriculture,Medicine",Visual Impairment,81
Female,Education,Visual Impairment,59
Male,Social Science,Hearing Impairment,57
Male,"Natural Science,Arts",None,53
Female,"Natural Science,Social Science",None,54
Male,"Medicine,Business",None,96
Male,"Health Science,Arts",Hearing Impairment,76
Male,Business,Physical Disability,67
Male,"Sciences,Arts",Visual Impairment,51
Male,"Agriculture,Engineering,Business",None,73
Male,"Engineering,Health Science",Physical Disability,70
Female,Education,None,71
Female,"Engineering,Sciences,Business",None,71
Male,"Natural Science,Education,Computer Science",Visual Impairment,84
Female,Arts,Visual Impairment,99
Female,"Computer Science,Education,Sciences",None,59
Female,"Arts,Natural Science",Visual Impairment,88
Male,"Medicine,Natural Science,Health Science",Visual Impairment,55
Male,"Engineering,Education",Hearing Impairment,75
Male,"Natural Science,Agriculture",None,88
Male,Business,None,71
Male,Business,Physical Disability,58
Male,"Medicine,Sciences,Business",Physical Disability,56
Female,"Medicine,Business,Computer Science",Hearing Impairment,99
Female,Education,Hearing Impairment,59
Male,Agriculture,Visual Impairment,69
Male,"Social Science,Business,Medicine",Visual Impairment,99
Male,"Engineering,Arts,Sciences",Visual Impairment,94
Male,"Arts,Engineering,Agriculture",Visual Impairment,57
Female,Arts,Visual Impairment,99
Female,"Natural Science,Social Science",Hearing Impairment,58
Female,Social Science,Physical Disability,74
Male,"Law,Social Science,Computer Science",Physical Disability,98
Female,Medicine,Physical Disability,93
Male,"Natural Science,Computer Science,Education",None,94
Female,"Agriculture,Social Science",Hearing Impairment,69
Male,Agriculture,Physical Disability,95
Male,"Health Science,Sciences,Law",Hearing Impairment,66
Female,"Arts,Business,Engineering",Physical Disability,87
Female,"Law,Health Science,Agriculture",Hearing Impairment,51
Male,"Medicine,Law",Hearing Impairment,94
Male,Medicine,Physical Disability,64
Male,Social Science,Hearing Impairment,93
Male,"Medicine,Business",Visual Impairment,64
Female,"Social Science,Law",Hearing Impairment,61
Male,"Computer Science,Arts",Hearing Impairment,59
Female,"Education,Law,Arts",None,50
Male,"Medicine,Engineering",Physical Disability,66
Female,Sciences,Hearing Impairment,68
Male,Health Science,None,87
Female,"Law,Natural Science",Visual Impairment,98
Female,Education,Hearing Impairment,63
Female,"Agriculture,Sciences",Hearing Impairment,86
Male,Arts,Hearing Impairment,92
Male,"Social Science,Medicine",None,97
Female,"Arts,Natural Science",Visual Impairment,53
Male,"Arts,Computer Science",Hearing Impairment,74
Male,"Medicine,Computer Science",Visual Impairment,81
Male,Natural Science,None,60
Female,Arts,Physical Disability,97
Male,"Agriculture,Law,Business",None,69
Male,"Business,Law",Physical Disability,68
Female,Health Science,Hearing Impairment,94
Male,"Education,Computer Science,Arts",Physical Disability,70
Male,Business,Visual Impairment,97
Male,Arts,None,58
Male,"Education,Medicine,Business",None,64
Female,"Engineering,Medicine,Social Science",Hearing Impairment,91
Female,"Education,Health Science,Natural Science",Physical Disability,77
Female,"Health Science,Arts,Education",Hearing Impairment,81
Male,"Business,Engineering",None,89
Female,"Sciences,Agriculture",Visual Impairment,76
Female,Arts,None,74
Male,Health Science,Physical Disability,58
Female,"Social Science,Agriculture",None,91
Female,"Law,Medicine",None,71
Female,Sciences,Physical Disability,53
Male,"Business,Sciences,Arts",Physical Disability,98
Male,"Arts,Natural Science,Engineering",Hearing Impairment,67
Female,"Computer Science,Natural Science,Social Science",None,59
Male,"Natural Science,Engineering,Law",Hearing Impairment,94
Female,"Agriculture,Health Science",None,100
Male,"Social Science,Education",Visual Impairment,52
Female,"Medicine,Business",Physical Disability,92
Female,"Natural Science,Agriculture",Visual Impairment,87
Female,"Engineering,Business,Law",Visual Impairment,64
Male,"Law,Agriculture,Natural Science",Physical Disability,73
Female,"Health Science,Sciences,Natural Science",Hearing Impairment,92
Female,Medicine,None,85
Female,Business,None,85
Male,"Engineering,Health Science",Physical Disability,53
Female,"Business,Law",Physical Disability,63
Female,"Sciences,Computer Science",None,78
Female,"Law,Education,Social Science",Physical Disability,54
Male,Agriculture,None,53
Male,"Business,Computer Science",Hearing Impairment,100
Female,"Engineering,Health Science",Hearing Impairment,89
Female,"Natural Science,Sciences",None,54
Male,Business,None,70
Female,Social Science,Visual Impairment,70
Male,"Engineering,Agriculture,Social Science",None,62
Male,Law,None,82
Male,"Engineering,Business,Agriculture",Visual Impairment,75
Male,Business,Hearing Impairment,100
Female,Business,Hearing Impairment,97
Male,"Sciences,Business,Engineering",Physical Disability,86
Female,"Medicine,Arts,Health Science",Visual Impairment,88
Female,"Business,Computer Science,Education",Physical Disability,75
Male,Agriculture,Hearing Impairment,60
Female,"Business,Medicine",None,98
Male,"Law,Medicine,Health Science",Physical Disability,55
Male,Medicine,Visual Impairment,78
Male,"Arts,Social Science,Engineering",Hearing Impairment,56
Male,Health Science,Visual Impairment,56
Female,Computer Science,Physical Disability,76
Female,Agriculture,Hearing Impairment,67
Male,Business,None,80
Female,Social Science,Physical Disability,50
Male,"Health Science,Natural Science",Physical Disability,54
Male,Computer Science,Physical Disability,83
Female,"Health Science,Education",Visual Impairment,53
Female,"Medicine,Business",Hearing Impairment,62
Female,"Engineering,Health Science,Computer Science",Visual Impairment,60
Male,Arts,Visual Impairment,65
Male,"Law,Education,Social Science",Physical Disability,58
Male,"Computer Science,Natural Science,Health Science",Visual Impairment,86
Male,"Social Science,Natural Science",Physical Disability,87
Female,"Natural Science,Social Science",Visual Impairment,78
Female,"Health Science,Agriculture,Social Science",Hearing Impairment,61
Female,"Health Science,Engineering",Physical Disability,65
Female,"Engineering,Natural Science,Health Science",Physical Disability,63
Female,"Agriculture,Sciences,Business",None,85
Male,"Law,Social Science",Visual Impairment,93
Male,Business,None,86
Male,"Engineering,Sciences",Hearing Impairment,65
Male,Engineering,None,97
Male,Sciences,None,62
Female,Sciences,Hearing Impairment,54
Male,"Computer Science,Social Science",Visual Impairment,90
Female,Business,Hearing Impairment,73
Female,"Engineering,Law,Education",None,67
Male,Sciences,Visual Impairment,94
Female,"Arts,Engineering,Health Science",Physical Disability,89
Female,Engineering,None,93
Male,"Medicine,Computer Science,Natural Science",Hearing Impairment,84
Female,"Computer Science,Agriculture,Sciences",Physical Disability,94
Male,"Computer Science,Law,Engineering",Physical Disability,63
Male,"Education,Computer Science,Agriculture",Physical Disability,52
Male,"Engineering,Computer Science,Natural Science",Hearing Impairment,50
Male,"Education,Sciences,Business",None,68
Male,Social Science,Physical Disability,97
Male,"Sciences,Health Science,Law",Visual Impairment,97
Male,Law,Physical Disability,64
Male,"Health Science,Medicine",Physical Disability,74
Male,"Natural Science,Medicine",Hearing Impairment,67
Female,"Arts,Education",Visual Impairment,87
Male,"Sciences,Natural Science",None,50
Male,"Medicine,Health Science",Physical Disability,69
Male,Health Science,None,96
Female,"Sciences,Computer Science",Hearing Impairment,77
Female,"Sciences,Education,Engineering",Visual Impairment,50
Male,Education,Visual Impairment,50
Female,Sciences,Visual Impairment,50
Male,Natural Science,Hearing Impairment,55
Female,"Engineering,Arts",Visual Impairment,96
Female,"Sciences,Engineering,Arts",None,94
Female,"Computer Science,Education",Visual Impairment,65
Male,"Agriculture,Law",Hearing Impairment,98
Male,"Medicine,Arts",Hearing Impairment,83
Female,"Health Science,Agriculture,Arts",None,66
Female,Medicine,None,92
Male,"Law,Business,Arts",Physical Disability,87
Female,"Natural Science,Business,Law",Physical Disability,54
Female,"Agriculture,Natural Science,Education",None,54
Female,Business,Physical Disability,77
Female,"Sciences,Education,Law",Physical Disability,59
Male,Computer Science,Hearing Impairment,85
Female,"Business,Health Science",Visual Impairment,74
Female,"Arts,Business",Physical Disability,100
Female,"Education,Social Science",None,98
Female,Education,Hearing Impairment,96
Male,"Engineering,Health Science,Agriculture",Visual Impairment,72
Male,"Social Science,Arts",Physical Disability,77
Female,Education,Physical Disability,57
Male,"Education,Business,Health Science",Visual Impairment,77
Male,Engineering,Physical Disability,91
Female,"Agriculture,Medicine",Visual Impairment,87
Female,Social Science,Hearing Impairment,85
Female,"Law,Agriculture,Engineering",Physical Disability,85
Female,"Law,Arts,Engineering",Hearing Impairment,81
Male,Computer Science,Physical Disability,73
Male,"Business,Arts",Physical Disability,51
Female,"Business,Medicine,Agriculture",Visual Impairment,52
Female,"Law,Natural Science",None,81
Male,"Medicine,Law,Health Science",None,52
Male,"Medicine,Health Science,Sciences",Physical Disability,76
Male,"Sciences,Business,Computer Science",Visual Impairment,89
Female,"Medicine,Health Science,Sciences",Visual Impairment,76
Male,"Business,Engineering",None,50
Male,"Engineering,Health Science",Hearing Impairment,93
Male,Computer Science,Hearing Impairment,63
Male,Business,None,70
Female,"Sciences,Computer Science",None,86
Female,"Education,Engineering",None,95
Female,Social Science,None,82
Male,Computer Science,None,63
Male,"Education,Arts,Law",None,91
Female,Arts,Visual Impairment,85
Male,"Arts,Law,Social Science",Hearing Impairment,72
Male,Arts,Hearing Impairment,65
Female,"Engineering,Education,Natural Science",Visual Impairment,65
Female,"Computer Science,Business,Arts",Physical Disability,66
Female,"Social Science,Agriculture,Business",Visual Impairment,88
Male,Health Science,Visual Impairment,65
Male,"Arts,Business,Sciences",Physical Disability,63
Male,"Education,Agriculture,Medicine",None,50
Female,"Law,Social Science,Education",None,73
Female,"Sciences,Natural Science,Medicine",Physical Disability,63
Female,"Computer Science,Sciences,Agriculture",Visual Impairment,83
Male,"Computer Science,Medicine",Physical Disability,95
Female,"Business,Natural Science",Hearing Impairment,84
Female,"Law,Natural Science,Engineering",Physical Disability,60
Female,Social Science,Visual Impairment,87
Male,"Social Science,Law",Physical Disability,63
Male,"Engineering,Sciences,Medicine",Physical Disability,80
Female,Medicine,Hearing Impairment,100
Male,Arts,Physical Disability,99
Male,"Law,Business,Natural Science",Visual Impairment,89
Female,"Law,Social Science,Business",Visual Impairment,63
Male,"Law,Medicine",Visual Impairment,73
Male,"Agriculture,Medicine",None,86
Female,Engineering,Visual Impairment,82
Male,"Computer Science,Health Science",None,52
Male,Health Science,Hearing Impairment,57
Female,"Agriculture,Engineering,Health Science",None,77
Female,Law,Physical Disability,72
Male,"Business,Law",Physical Disability,84
Female,Agriculture,Hearing Impairment,79
Male,"Agriculture,Business,Natural Science",None,71
Male,"Natural Science,Arts",Hearing Impairment,88
Female,"Social Science,Sciences,Health Science",Hearing Impairment,62
Female,"Agriculture,Education",Visual Impairment,60
Male,"Natural Science,Agriculture",Visual Impairment,57
Female,"Social Science,Medicine,Law",None,82
Female,Business,Hearing Impairment,100
Male,Arts,Hearing Impairment,100
Male,"Computer Science,Sciences,Social Science",None,68
Female,Education,Physical Disability,84
Female,Computer Science,Physical Disability,99
Female,Computer Science,Visual Impairment,92
Male,"Education,Sciences",None,66
Male,Agriculture,Visual Impairment,57
Female,"Natural Science,Health Science",None,64
Female,"Natural Science,Social Science,Law",Physical Disability,69
Female,"Social Science,Health Science,Business",Physical Disability,58
Male,"Law,Medicine",Hearing Impairment,100
Female,Arts,Hearing Impairment,56
Female,"Computer Science,Arts",Visual Impairment,79
Male,"Agriculture,Arts",None,84
Male,"Natural Science,Agriculture,Computer Science",Hearing Impairment,73
Male,"Social Science,Health Science,Business",None,84
Female,Natural Science,Visual Impairment,71
Female,"Sciences,Health Science",None,55
Female,"Computer Science,Health Science",None,98
Female,"Computer Science,Sciences,Education",None,91
Male,Medicine,None,57
Male,"Arts,Medicine,Engineering",None,62
Male,Law,Hearing Impairment,81
Male,Health Science,None,73
Male,"Business,Health Science",None,90
Male,"Engineering,Computer Science",None,96
Male,"Health Science,Medicine",Hearing Impairment,52
Female,Medicine,Visual Impairment,61
Male,Agriculture,Visual Impairment,58
Male,Natural Science,None,67
Male,Medicine,Visual Impairment,76
Male,Sciences,Physical Disability,63
Female,"Natural Science,Business",Physical Disability,59
Male,Medicine,Hearing Impairment,52
Male,"Law,Business",Hearing Impairment,72
Female,"Engineering,Medicine",Visual Impairment,95
Male,Computer Science,None,68
Male,"Education,Health Science,Sciences",Visual Impairment,59
Male,"Law,Education,Computer Science",Visual Impairment,60
Female,"Computer Science,Medicine",Visual Impairment,95
Female,"Arts,Sciences",Visual Impairment,59
Male,"Sciences,Medicine,Arts",None,75
Male,Business,Hearing Impairment,76
Female,Engineering,Physical Disability,56
Female,Business,Physical Disability,99
Male,"Arts,Agriculture,Business",None,60
Female,"Engineering,Social Science,Medicine",None,51
Male,Sciences,Visual Impairment,62
Female,"Health Science,Engineering,Computer Science",Physical Disability,84
Male,"Arts,Education,Agriculture",Hearing Impairment,67
Male,Computer Science,None,51
Male,Medicine,None,52
Male,"Law,Business,Medicine",Hearing Impairment,75
Male,Computer Science,Hearing Impairment,69
Female,"Education,Agriculture,Law",Physical Disability,99
Female,"Education,Arts",None,100
Male,"Computer Science,Medicine",Visual Impairment,100
Male,"Agriculture,Law",None,99
Male,Arts,Hearing Impairment,55
Female,"Agriculture,Computer Science,Business",Hearing Impairment,100
Male,"Law,Social Science,Agriculture",None,58
Male,"Education,Business,Social Science",Physical Disability,75
Male,"Engineering,Arts,Computer Science",Hearing Impairment,92
Female,"Health Science,Social Science",None,80
Female,Sciences,None,57
Male,Health Science,Hearing Impairment,57
Female,"Agriculture,Natural Science",None,92
Male,"Arts,Social Science,Engineering",Visual Impairment,94
Male,"Business,Engineering",Physical Disability,88
Male,Sciences,Physical Disability,85
Female,"Health Science,Business,Social Science",Visual Impairment,51
Female,"Sciences,Agriculture",Physical Disability,99
Female,Education,Visual Impairment,68
Male,"Health Science,Law",Physical Disability,74
Female,"Medicine,Arts,Social Science",Physical Disability,100
Male,Law,None,82
Female,Law,None,79
Male,Social Science,Hearing Impairment,62
Male,"Law,Engineering",Visual Impairment,89
Male,"Law,Engineering",Hearing Impairment,62
Male,"Arts,Social Science,Sciences",Visual Impairment,88
Female,"Law,Computer Science",Hearing Impairment,81
Male,Law,Physical Disability,59
Male,"Medicine,Engineering,Law",None,94
Female,"Natural Science,Engineering,Computer Science",Hearing Impairment,94
Female,"Arts,Business,Computer Science",Physical Disability,64
Female,Natural Science,Visual Impairment,70
Female,Natural Science,Physical Disability,69
Male,"Social Science,Business,Agriculture",None,94
Female,"Business,Education",Hearing Impairment,78
Male,"Engineering,Arts,Business",None,94
Male,"Education,Computer Science",None,82
Male,"Computer Science,Agriculture",Physical Disability,54
Male,"Health Science,Engineering,Education",Visual Impairment,92
